client_name,primary_key,lobby_url,lobbying_firm,policy_areas,politicians_targeted,politicians_count,lobbying_period_start_date
Petrogas Group Ltd,10803,https://www.lobbying.ie/return/10803,David Mulcahy Planning Consultants Ltd,Development and Zoning,Fintan Brett,1,2016-09-01T00:00:00.000000
Petrogas Group Ltd,10525,https://www.lobbying.ie/return/10525,David Mulcahy Planning Consultants Ltd,Development and Zoning,Frank O'Rourke,1,2016-09-01T00:00:00.000000
Petrogas Group Ltd,10468,https://www.lobbying.ie/return/10468,David Mulcahy Planning Consultants Ltd,Development and Zoning,"Anne Breen, Bernard Durkan, Billy Hillis, Darren Scully, Fintan Brett, Frank O'Rourke, James Lawless, Robert Power, Seamie Moore, Sorcha O'Neill",10,2016-09-01T00:00:00.000000
Petrogas Group Ltd,10460,https://www.lobbying.ie/return/10460,David Mulcahy Planning Consultants Ltd,Development and Zoning,Fintan Brett,1,2016-09-01T00:00:00.000000
Pfizer,133517,https://www.lobbying.ie/return/133517,RPP SRL,Health,Billy Kelleher,1,2025-09-01T00:00:00.000000
Pfizer,36652,https://www.lobbying.ie/return/36652,Burson Cohn & Wolfe,Health,Deirdre Clune,1,2018-09-01T00:00:00.000000
Pfizer,33227,https://www.lobbying.ie/return/33227,Edelman Ireland,Health,Catherine Byrne,1,2018-05-01T00:00:00.000000
Pfizer,21134,https://www.lobbying.ie/return/21134,Burson Cohn & Wolfe,Health,Deirdre Clune,1,2017-05-01T00:00:00.000000
Pfizer,17028,https://www.lobbying.ie/return/17028,Burson Cohn & Wolfe,Health,Deirdre Clune,1,2017-01-01T00:00:00.000000
Pfizer Inc,91339,https://www.lobbying.ie/return/91339,RPP SRL,Health,Billy Kelleher,1,2022-09-01T00:00:00.000000
Pfizer Inc,16791,https://www.lobbying.ie/return/16791,EY,Taxation,"Eamonn O’Dea, Eugene Creighton",2,2017-01-01T00:00:00.000000
Pfizer Inc.,102126,https://www.lobbying.ie/return/102126,EY,Taxation,"Emma Cunningham, Eugene Creighton",2,2023-05-01T00:00:00.000000
Pfizer Inc.,88940,https://www.lobbying.ie/return/88940,EY,Taxation,"Emma Cunningham, Eugene Creighton",2,2022-05-01T00:00:00.000000
Pfizer Inc.,79906,https://www.lobbying.ie/return/79906,EY,Taxation,Emma Cunningham,1,2021-09-01T00:00:00.000000
Pfizer Inc.,76530,https://www.lobbying.ie/return/76530,EY,Taxation,Eugene Creighton,1,2021-05-01T00:00:00.000000
Pfizer Ireland Pharmaceuticals,16085,https://www.lobbying.ie/return/16085,McCann FitzGerald,Economic Development and Industry,"Breda Power, Mary Mitchell O'Connor",2,2017-01-01T00:00:00.000000
Pfizer Pharmaceuticals Ringaskiddy,77153,https://www.lobbying.ie/return/77153,Arup,Development and Zoning,Padraig Barrett,1,2021-05-01T00:00:00.000000
Pfizer S.A.,95568,https://www.lobbying.ie/return/95568,RPP SRL,Health,"Billy Kelleher, Deirdre Clune",2,2023-01-01T00:00:00.000000
Phelan Energy Group Ltd.,67865,https://www.lobbying.ie/return/67865,Vulcan Consulting Limited,Energy and Natural Resources,Deirdre Gillane,1,2020-09-01T00:00:00.000000
Philip O'Brien,36255,https://www.lobbying.ie/return/36255,Cuan Mhuire CLG,Finance,Heather Humphreys,1,2018-09-01T00:00:00.000000
Phoenix Tower International ,131814,https://www.lobbying.ie/return/131814,Q4PR,Communications,Ronnie Downes,1,2025-05-01T00:00:00.000000
Phoenix Tower International ,129002,https://www.lobbying.ie/return/129002,Q4PR,Communications,Ronnie Downes,1,2025-05-01T00:00:00.000000
Phoenix Tower International ,125070,https://www.lobbying.ie/return/125070,Q4PR,Communications,"Dara Calleary, Ronnie Downes",2,2025-01-01T00:00:00.000000
Pieta House,58929,https://www.lobbying.ie/return/58929,Q4PR,Health,Brian Murphy,1,2020-01-01T00:00:00.000000
Pimcar Ltd,92216,https://www.lobbying.ie/return/92216,Pinnacle Public Affairs Ltd,Development and Zoning,"Adrian Henchy, Angela Donnelly, Ann Graves, AnnMarie Farrelly, Anthony Lavin, Aoibhinn Tormey, Breda Hanaphy, Brian Dennehy, Brian McDonagh, Brigid Manton, Cathal Boland, Daniel Whooley, Darragh Butler, David Healy, Dean Mulligan, Eoghan O'Brien, Gráinne Maguire, Howard Mahony, Ian Carey, James Humphreys, Jimmy Guerin, Joan Hopkins, Joe Newman, John Burtchaell, John Walsh, John-Kingsley Onwumereh, Karen Power, Kieran Dennison, Mary McCamley, Matthew McAleese, Natalie Treacy, Pamela Conroy, Paul Mulville, Punam Rane, Robert O'Donoghue, Seána Ó Rodaigh, Siobhan Shovlin, Tania Doyle, Ted Leddy, Tom Kitt, Tom O'Leary, Tony Murphy",42,2022-09-01T00:00:00.000000
Pimcar Ltd,88052,https://www.lobbying.ie/return/88052,Pinnacle Public Affairs Ltd,Development and Zoning,"Adrian Henchy, Angela Donnelly, Ann Graves, Anthony Lavin, Aoibhinn Tormey, Breda Hanaphy, Brian Dennehy, Brian McDonagh, Brigid Manton, Cathal Boland, Daniel Whooley, Darragh Butler, David Healy, Dean Mulligan, Eoghan O'Brien, Gráinne Maguire, Howard Mahony, Ian Carey, James Humphreys, Jimmy Guerin, Joan Hopkins, Joe Newman, John Burtchaell, John Walsh, John-Kingsley Onwumereh, Karen Power, Kieran Dennison, Mary McCamley, Natalie Treacy, Pamela Conroy, Paul Mulville, Punam Rane, Robert O'Donoghue, Seána Ó Rodaigh, Siobhan Shovlin, Tania Doyle, Ted Leddy, Tom Kitt, Tom O'Leary, Tony Murphy",40,2022-05-01T00:00:00.000000
Pinergy,93534,https://www.lobbying.ie/return/93534,Wilson Hartnell,Energy and Natural Resources,"Barry Cowen, Brian Leddin, Damien English, Ged Nash, Ivana Bacik, Jennifer Whitmore, Orlaigh Quinn, Ossian Smyth",8,2022-09-01T00:00:00.000000
Pinergy,93548,https://www.lobbying.ie/return/93548,Wilson Hartnell,Energy and Natural Resources,David Hegarty,1,2022-09-01T00:00:00.000000
Pinergy,77085,https://www.lobbying.ie/return/77085,Wilson Hartnell,Energy and Natural Resources,"Alan Farrell, Brian Leddin, Christopher O'Sullivan, Damien English, Darren O'Rourke, Duncan Smith, Eamon Ryan, Jennifer Whitmore, Matthew Collins",9,2021-05-01T00:00:00.000000
Pinergy ,97300,https://www.lobbying.ie/return/97300,Wilson Hartnell,Energy and Natural Resources,"Darren O'Rourke, Eamon Ryan, Ivana Bacik, Jennifer Whitmore, Simon Coveney",5,2023-01-01T00:00:00.000000
Pivotal Construction Limited,136954,https://www.lobbying.ie/return/136954,KPMG,Development and Zoning,Gareth McMahon,1,2025-09-01T00:00:00.000000
Plasma Protein Therapeutics Association,57545,https://www.lobbying.ie/return/57545,RPP SRL,Health,Seán Kelly,1,2020-01-01T00:00:00.000000
Plasma Protein Therapeutics Association (PPTA - trade association,78813,https://www.lobbying.ie/return/78813,RPP SRL,Health,"Deirdre Clune, Frances Fitzgerald",2,2021-09-01T00:00:00.000000
Plasma Protein Therapeutics Association (PPTA),70943,https://www.lobbying.ie/return/70943,RPP SRL,Health,Frances Fitzgerald,1,2021-01-01T00:00:00.000000
Plasma Protein Therapeutics Association Europe,15662,https://www.lobbying.ie/return/15662,RPP SRL,Health,Mairead McGuinness,1,2017-01-01T00:00:00.000000
Platinum Land Limited,7862,https://www.lobbying.ie/return/7862,Q4PR,Housing,"Alison Gilliland, Declan Flanagan, Edel Moran, John Lyons, Larry O'Toole, Michael O'Brien, Mícheál MacDonncha, Tom Brabazon",8,2016-05-01T00:00:00.000000
Plenary Group Europe,142417,https://www.lobbying.ie/return/142417,Teneo Strategy Ireland Limited,Public Expenditure and Reform,"Amii McKeever, Conor Gallagher, Darragh O'Brien",3,2026-01-01T00:00:00.000000
Plenary Group Europe,134614,https://www.lobbying.ie/return/134614,Teneo Strategy Ireland Limited,Public Expenditure and Reform,"Conor Gallagher, Duncan Smith, Michael Mulhern",3,2025-09-01T00:00:00.000000
Plenary Group Europe,128973,https://www.lobbying.ie/return/128973,Teneo Strategy Ireland Limited,Public Expenditure and Reform,"Jack Chambers, James Browne, John McDonald, Mary Fitzpatrick, Paul McAuliffe, Sam Griffin, Síona Cahill",7,2025-05-01T00:00:00.000000
Plenary Group Europe,120300,https://www.lobbying.ie/return/120300,Teneo Strategy Ireland Limited,Public Expenditure and Reform,"Alan Farrell, Duncan Smith, Garret Doocey, Louise O'Reilly",4,2024-09-01T00:00:00.000000
Plenary Group Europe,114314,https://www.lobbying.ie/return/114314,Teneo Strategy Ireland Limited,Public Expenditure and Reform,"Martin Kenny, Richard Shakespeare",2,2024-05-01T00:00:00.000000
Plenary Group Europe,100689,https://www.lobbying.ie/return/100689,Teneo Strategy Ireland Limited,Housing,"Fergus O'Dowd, John Cummins, Mary Fitzpatrick",3,2023-05-01T00:00:00.000000
Plenary Group Europe,95741,https://www.lobbying.ie/return/95741,Teneo Strategy Ireland Limited,Transport,Garret Doocey,1,2023-01-01T00:00:00.000000
Plenary Group Europe,95742,https://www.lobbying.ie/return/95742,Teneo Strategy Ireland Limited,Public Expenditure and Reform,Darren O'Rourke,1,2023-01-01T00:00:00.000000
Pope Kyrillos Coptic Church,95247,https://www.lobbying.ie/return/95247,McCutcheon Halley,Development and Zoning,Adrienne Rodgers,1,2023-01-01T00:00:00.000000
Port of Cork Company,133897,https://www.lobbying.ie/return/133897,Fuzion Communications,Trade,"Jack White, Jerry Buttimer",2,2025-09-01T00:00:00.000000
Port of Cork Company,130115,https://www.lobbying.ie/return/130115,Fuzion Communications,Trade,James O'Connor,1,2025-05-01T00:00:00.000000
Port of Cork Company,117233,https://www.lobbying.ie/return/117233,Fuzion Communications,Trade,Billy Kelleher,1,2024-09-01T00:00:00.000000
Port of Cork Company,117234,https://www.lobbying.ie/return/117234,Fuzion Communications,Trade,Jerry Buttimer,1,2024-09-01T00:00:00.000000
Port of Cork Company,111266,https://www.lobbying.ie/return/111266,Fuzion Communications,Energy and Natural Resources,David Stanton,1,2024-01-01T00:00:00.000000
Port of Cork Company,111071,https://www.lobbying.ie/return/111071,Fuzion Communications,Trade,Simon Coveney,1,2024-01-01T00:00:00.000000
Port of Cork Company,111259,https://www.lobbying.ie/return/111259,Fuzion Communications,Energy and Natural Resources,"David Stanton, Louise O'Reilly, Matt Shanahan, Maurice Quinlivan, Paul Gavan, Róisín Garvey",6,2024-01-01T00:00:00.000000
Port of Cork Company,111081,https://www.lobbying.ie/return/111081,Fuzion Communications,Trade,David Stanton,1,2024-01-01T00:00:00.000000
Port of Cork Company,111246,https://www.lobbying.ie/return/111246,Fuzion Communications,Trade,Simon Coveney,1,2024-01-01T00:00:00.000000
Port of Cork Company,111239,https://www.lobbying.ie/return/111239,Fuzion Communications,Trade,Sean Kelly,1,2024-01-01T00:00:00.000000
Porterhouse Brewing Company,28138,https://www.lobbying.ie/return/28138,Paul Allen & Associates Public Relations,Local Government,Owen Keegan,1,2018-01-01T00:00:00.000000
Poundland ltd t/a dealz,18270,https://www.lobbying.ie/return/18270,Ian Doyle,Development and Zoning,George Lawlor,1,2017-05-01T00:00:00.000000
Pousterle Limited,96511,https://www.lobbying.ie/return/96511,Pat Conlan,Development and Zoning,"Anne Connolly, Cathal Berry, Chris Pender, Eoin Ó Broin, Fiona McLoughlin Healy, Fiona O'Loughlin, Kevin Duffy, Mark Stafford, Martin Heydon, Noel Connolly, Noel Heavey, Patricia Ryan, Peggy O'Dwyer, Robert Power, Seán Ó Fearghaíl, Suzanne Doyle, Tracey O'Dwyer",17,2023-01-01T00:00:00.000000
Power Capital,12020,https://www.lobbying.ie/return/12020,JKS Communications,Energy and Natural Resources,"Eamon Ryan, James Lawless",2,2016-09-01T00:00:00.000000
Power Capital,8827,https://www.lobbying.ie/return/8827,JKS Communications,Energy and Natural Resources,"Eamon Ryan, Hildegarde Naughton, Ross Elwood",3,2016-05-01T00:00:00.000000
Premier Green Energy,87990,https://www.lobbying.ie/return/87990,Pinnacle Public Affairs Ltd,Energy and Natural Resources,Seán Kelly,1,2022-05-01T00:00:00.000000
Premier Green Energy,84310,https://www.lobbying.ie/return/84310,Pinnacle Public Affairs Ltd,Environment,"Alice-Mary Higgins, Brian Leddin, Bríd Smith, Christopher O'Sullivan, Cormac Devlin, Darren O'Rourke, Jennifer Whitmore, John McGahon, Lynn Boylan, Pauline O'Reilly, Richard Bruton, Réada Cronin, Seán Kelly, Timmy Dooley",14,2022-01-01T00:00:00.000000
Premier Green Energy,79144,https://www.lobbying.ie/return/79144,Pinnacle Public Affairs Ltd,Energy and Natural Resources,"Alan Farrell, Brian Leddin",2,2021-09-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,53644,https://www.lobbying.ie/return/53644,Hume Brophy,Justice and Equality,"Aidan O'Driscoll, David Stanton, Donnchadh Ó Laoghaire, Jack Chambers, Jim O'Callaghan, Oonagh Buckley, Paschal Donohoe, Peter Fitzpatrick, Robert Watt, Seán Sherlock",10,2019-05-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,48550,https://www.lobbying.ie/return/48550,Hume Brophy,Public Expenditure and Reform,"Jim O'Callaghan, Joan Burton, Jonathan O'Brien, Robert Watt",4,2019-01-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,37059,https://www.lobbying.ie/return/37059,Hume Brophy,Public Expenditure and Reform,"Brendan Griffin, Brendan Howlin, Catherine Byrne, Charles Flanagan, Colm Brophy, David Stanton, Frank Feighan, James Lawless, James Reilly, Joe McHugh, Mairead McGuinness, Maria Byrne, Martin Conway, Mary Mitchell O’Connor, Michael McGrath, Paschal Donohoe, Paul Kehoe, Pearse Doherty, Robert Watt, Simon Coveney, Simon Harris, Tony McLoughlin",22,2018-09-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,32981,https://www.lobbying.ie/return/32981,Hume Brophy,Public Expenditure and Reform,"Andrew Doyle, Brendan Griffin, Brendan Smith, Charlie McConalogue, David Stanton, Declan Breathnach, Eamon Scanlon, Fintan Warfield, Frank O'Rourke, Josepha Madigan, Lisa Chambers, Margaret Murphy O'Mahony, Mary Butler, Mary Mitchell O’Connor, Maura Hopkins, Niamh Smyth, Pat Casey, Pat Deering, Paul Daly, Rose Conway-Walsh, Thomas Byrne",21,2018-05-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,27262,https://www.lobbying.ie/return/27262,Hume Brophy,Public Expenditure and Reform,"Anne Rabbitte, Dara Calleary, Jack Chambers, Jim O'Callaghan, Joan Burton, John McGuinness, Micheál Martin, Patrick O'Donovan, Pearse Doherty",9,2018-01-01T00:00:00.000000
Premier Lotteries Ireland Designated Activity Company,25396,https://www.lobbying.ie/return/25396,Hume Brophy,Public Expenditure and Reform,"Brendan Griffin, Catherine Byrne, Finian McGrath, Joe McHugh, Paschal Donohoe",5,2017-09-01T00:00:00.000000
Prevention and Early Intervention Network,20353,https://www.lobbying.ie/return/20353,Cavanagh Communications,Community,"Anne Rabbitte, Bríd Smith, Jan O'Sullivan, Katherine Zappone, Paschal Donohoe, Róisín Shortall",6,2017-05-01T00:00:00.000000
Primark,72938,https://www.lobbying.ie/return/72938,Edelman Ireland,Trade,Damien English,1,2021-01-01T00:00:00.000000
Primark Limited,107083,https://www.lobbying.ie/return/107083,Edelman Ireland,Economic Development and Industry,"Chris Donoghue, Mary Lou McDonald, Simon Coveney",3,2023-09-01T00:00:00.000000
Primark Ltd ,106963,https://www.lobbying.ie/return/106963,Edelman Ireland,Economic Development and Industry,"Ossian Smyth, Tom Kivlehan",2,2023-09-01T00:00:00.000000
Primary Health Properties ICAV,26112,https://www.lobbying.ie/return/26112,Sodali & Co,Health,Simon Harris,1,2018-01-01T00:00:00.000000
Primary Health Properties plc,97274,https://www.lobbying.ie/return/97274,Sodali & Co,Health,"Derek Tierney, Robert Watt",2,2023-01-01T00:00:00.000000
Primary Health Properties plc,55376,https://www.lobbying.ie/return/55376,Sodali & Co,Health,Laura Magahy,1,2019-09-01T00:00:00.000000
Prof. Françoise Meunier,70939,https://www.lobbying.ie/return/70939,RPP SRL,Health,Deirdre Clune,1,2021-01-01T00:00:00.000000
Prolacta Bioscience,57552,https://www.lobbying.ie/return/57552,RPP SRL,Health,Mairead McGuinness,1,2020-01-01T00:00:00.000000
Prolacta UK,65951,https://www.lobbying.ie/return/65951,RPP SRL,Health,Frances Fitzgerald,1,2020-09-01T00:00:00.000000
Proofridge Ltd,88237,https://www.lobbying.ie/return/88237,John Walsh,Development and Zoning,"Clodagh Higgins, Frank Fahy, Mike Cubbard, Noel Larkin, Terry O'Flaherty",5,2022-05-01T00:00:00.000000
Proofridge Ltd,86511,https://www.lobbying.ie/return/86511,Brian Walsh,Development and Zoning,"Alan Cheevers, Clodagh Higgins, Declan McDonnell, Donal Lyons, Frank Fahy, Michael John Crowe, Mike Cubbard, Niall McNelis, Noel Larkin, Peter Keane, Terry O'Flaherty",11,2022-05-01T00:00:00.000000
"Proscope Consortium, c/o Technical University of Denmark",91903,https://www.lobbying.ie/return/91903,Q4PR,Health,"Billy Kelleher, Colm Markey, Deirdre Clune, Seán Kelly",4,2022-09-01T00:00:00.000000
Protégé International Group (Cyprus) Ltd,83514,https://www.lobbying.ie/return/83514,Hume Brophy,Food ,Alan Kelly,1,2022-01-01T00:00:00.000000
QUANTA CAPITAL UNLIMITED COMPANY,99040,https://www.lobbying.ie/return/99040,DOWNEY PLANNING,Local Government,"Adrian Henchy, Brigid Manton, Jimmy Guerin, Tom O'Leary",4,2023-01-01T00:00:00.000000
QUANTA CAPITAL UNLIMITED COMPANY,80494,https://www.lobbying.ie/return/80494,DOWNEY PLANNING,Development and Zoning,Darragh Butler,1,2021-09-01T00:00:00.000000
Quanta Capital,94441,https://www.lobbying.ie/return/94441,DOWNEY PLANNING,Development and Zoning,"Adrian Henchy, Darragh Butler, Jimmy Guerin, Ted Leddy, Tom O'Leary",5,2022-09-01T00:00:00.000000
Quartech Group,91311,https://www.lobbying.ie/return/91311,Hume Brophy,Banking and Financial Institutions,"Aidan Davitt, Alice-Mary Higgins, Bernard Durkan, Jim O'Callaghan, John McGuinness, Mairéad Farrell, Maria Byrne, Marie Sherlock, Mick Barry, Neale Richmond, Pat Casey, Peadar Tóibín, Pearse Doherty, Sean Fleming",14,2022-09-01T00:00:00.000000
Queens Nightclub,77127,https://www.lobbying.ie/return/77127,Ennis Chamber of Commerce,Tourism ,Joe Carey,1,2021-05-01T00:00:00.000000
RATP Dev,116428,https://www.lobbying.ie/return/116428,Sodali & Co,Transport,Gerry Horkan,1,2024-05-01T00:00:00.000000
RATP Dev,116422,https://www.lobbying.ie/return/116422,Sodali & Co,Transport,Jack Chambers,1,2024-05-01T00:00:00.000000
RATP Dev,24307,https://www.lobbying.ie/return/24307,Wilson Hartnell,Transport,"Ciaran Cuffe, Fergus O'Dowd, Imelda Munster, John O'Mahony, Kevin Humphreys, Kevin O'Keeffe, Robert Troy",7,2017-09-01T00:00:00.000000
RDT Care,76627,https://www.lobbying.ie/return/76627,Paul Allen & Associates Public Relations,Economic Development and Industry,"Barry Lowry, Catherine Martin, Deirdre Gillane, John Callinan, John Shaw, Juno McEnroe, Katherine Licken, Orlaigh Quinn, Ossian Smyth",9,2021-05-01T00:00:00.000000
RE&UP Technologies Holding BV,140760,https://www.lobbying.ie/return/140760,FleishmanHillard Brussels,Environment,Barry Andrews,1,2026-01-01T00:00:00.000000
REGNUM RENEWABLES DEVELOPMENTS LIMITED,140588,https://www.lobbying.ie/return/140588,Yewtree Infotainment Unlimited Company,Development and Zoning,"Al McDonnell, Alan Dillon, Cyril Burke, Damien Ryan, Michael Burke, Michael Kilcoyne",6,2026-01-01T00:00:00.000000
REGNUM RENEWABLES DEVELOPMENTS LIMITED,140580,https://www.lobbying.ie/return/140580,Yewtree Infotainment Unlimited Company,Development and Zoning,"Aine Doyle, Barry Heneghan, Ciara Phelan, Pat McParland",4,2026-01-01T00:00:00.000000
REGNUM RENEWABLES DEVELOPMENTS LIMITED,133965,https://www.lobbying.ie/return/133965,Yewtree Infotainment Unlimited Company,Development and Zoning,"Anthony Donohoe, Craig Doyle, Darragh McDonald, Donal Kenny, Joe Sullivan, Mary Farrell, Nicky Boland, Pip Breen",8,2025-09-01T00:00:00.000000
REGNUM RENEWABLES DEVELOPMENTS LIMITED,133964,https://www.lobbying.ie/return/133964,Yewtree Infotainment Unlimited Company,Development and Zoning,Barry Heneghan,1,2025-09-01T00:00:00.000000
